K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3938.6667,5
2,0.0,3886.6667,4
3,0.0,3845.3333,3
4,0.0,3936.0,3
5,0.0,3865.3333,2
6,0.0,3889.3333,2
7,0.0,3838.6667,2
8,0.0,3836.0,2
9,0.0,3953.3333,2
10,0.0,3908.0,2
