N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3179.16,1.0,0.0
20,0.0,3182.04,1.0,0.0
30,0.0,3181.88,1.47,30.0
40,0.0,3181.88,1.73,40.0
50,0.0,3179.92,1.87,50.0
60,0.0,3183.0,1.96,60.0
70,0.0,3180.72,1.94,70.0
80,0.0,3178.32,1.98,80.0
90,0.0,3183.52,2.0,90.0
100,0.0,3183.24,1.99,100.0
200,0.008400000000000005,3181.44,2.0,200.0
300,0.019900000000000015,3179.68,2.0,300.0
400,0.039000000000000014,3183.88,2.0,400.0
500,0.0599999999999999,3184.68,2.0,500.0
600,0.08929999999999991,3179.96,2.0,600.0
700,0.12029999999999984,4209.56,2.0,700.0
800,0.15590000000000015,4203.08,2.0,800.0
900,0.20039999999999966,4198.92,2.0,900.0
1000,0.2477999999999999,4205.16,2.0,1000.0
1200,0.36519999999999975,4206.4,2.0,1200.0
1400,0.5017999999999998,4207.16,2.0,1400.0
1600,0.6588999999999996,5218.24,2.0,1600.0
1800,0.8286999999999999,5230.56,2.0,1800.0
2000,1.0287,5239.24,2.0,2000.0
2500,1.61,6251.96,2.02,2500.0
3000,2.481000000000001,6683.0,2.16,3000.0
3500,3.577199999999999,7260.72,2.31,3500.0
4000,5.249399999999998,8279.28,2.57,4000.0
4500,6.6703,8300.12,2.57,4500.0
5000,8.479600000000005,9336.4,2.71,5000.0
6000,13.008299999999998,10314.2,2.85,6000.0
7000,17.464199999999998,12332.96,2.88,7000.0
8000,24.1233,13421.64,2.95,8000.0
9000,29.57299999999999,14443.6,2.99,9000.0
10000,37.148700000000005,15478.32,2.99,10000.0
