N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.6,2.0,10.0
20,0.0,3180.0,2.05,20.0
30,0.0,3179.32,2.53,30.0
40,0.0,3182.08,2.79,40.0
50,0.0,3181.04,2.87,50.0
60,0.0,3183.48,2.95,60.0
70,0.0,3182.04,2.98,70.0
80,0.0,3185.48,2.99,80.0
90,0.0,3181.08,2.99,90.0
100,0.0,3183.88,3.0,100.0
200,0.010000000000000007,3167.88,3.0,200.0
300,0.03179999999999996,3186.0,3.18,300.0
400,0.06979999999999995,3178.16,3.51,400.0
500,0.11059999999999988,3177.44,3.65,500.0
600,0.16809999999999994,3179.84,3.8,600.0
700,0.23909999999999973,4208.6,3.95,700.0
800,0.31049999999999994,4198.52,3.94,800.0
900,0.39529999999999965,4186.08,3.95,900.0
1000,0.4946000000000001,4207.52,3.98,1000.0
1200,0.7302999999999994,4201.8,4.0,1200.0
1400,1.0188000000000006,4205.08,4.0,1400.0
1600,1.3185999999999996,5179.4,4.0,1600.0
1800,1.6497000000000006,5223.4,4.0,1800.0
2000,2.0453000000000006,5230.84,4.0,2000.0
2500,3.173999999999999,6235.8,4.01,2500.0
3000,4.687500000000001,7054.88,4.08,3000.0
3500,6.384099999999998,7267.36,4.17,3500.0
4000,8.8211,8316.08,4.32,4000.0
4500,11.466199999999999,8307.04,4.46,4500.0
5000,14.413500000000004,9337.52,4.61,5000.0
6000,21.855499999999992,10330.68,4.83,6000.0
7000,29.596399999999996,11817.32,4.88,7000.0
8000,40.36959999999999,12753.88,4.94,8000.0
9000,49.025000000000006,14444.36,4.93,9000.0
10000,61.64909999999999,15470.4,4.95,10000.0
