N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3184.56,1.0,0.0
20,0.0,3181.76,1.0,0.0
30,0.0,3182.0,1.47,30.0
40,0.0,3183.24,1.73,40.0
50,0.0,3182.64,1.87,50.0
60,0.0,3185.28,1.96,60.0
70,0.0,3180.28,1.94,70.0
80,0.0,3182.48,1.98,80.0
90,0.0,3179.96,2.0,90.0
100,0.0,3180.28,1.99,100.0
200,0.008400000000000005,3182.88,2.0,200.0
300,0.021000000000000015,3187.72,2.1,300.0
400,0.04740000000000001,3180.92,2.41,400.0
500,0.0811999999999999,3180.04,2.7,500.0
600,0.12290000000000013,3184.4,2.81,600.0
700,0.16949999999999982,4202.48,2.82,700.0
800,0.22940000000000005,4204.64,2.94,800.0
900,0.2974000000000003,4208.6,2.98,900.0
1000,0.37009999999999993,4203.36,3.0,1000.0
1200,0.5474999999999997,4210.12,3.0,1200.0
1400,0.7490999999999997,4207.8,3.0,1400.0
1600,0.9844999999999993,5229.32,3.0,1600.0
1800,1.2290999999999994,5236.64,3.0,1800.0
2000,1.5215,5232.12,3.0,2000.0
2500,2.3737,6250.44,3.0,2500.0
3000,3.4659000000000013,6716.64,3.03,3000.0
3500,4.6809,7281.16,3.04,3500.0
4000,6.367600000000003,8314.96,3.14,4000.0
4500,8.4496,8308.92,3.27,4500.0
5000,10.418900000000002,9329.4,3.34,5000.0
6000,16.495799999999996,10331.8,3.63,6000.0
7000,21.914399999999997,12381.92,3.62,7000.0
8000,30.5213,13406.4,3.74,8000.0
9000,38.26420000000001,14430.0,3.85,9000.0
10000,48.548899999999996,15466.72,3.9,10000.0
