K,Average User Time (s),Average Memory (KB),Passes
1,0.1,11152.0,4
2,0.09,11152.0,4
3,0.09,11148.0,4
4,0.1,11196.0,4
5,0.1,11080.0,4
6,0.1,11244.0,4
7,0.09,11144.0,4
8,0.09,11088.0,4
9,0.1,11084.0,4
10,0.1,11200.0,4
