N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3132.0,1.0,10.0
20,0.0,4148.0,1.0,19.0
30,0.0,3184.0,1.0,29.0
40,0.0,4168.0,1.0,37.0
50,0.0,4152.0,1.0,48.0
60,0.0,4188.0,1.0,56.0
70,0.0,3180.0,2.0,65.0
80,0.0,4160.0,2.0,75.0
90,0.0,3128.0,1.0,86.0
100,0.0,3136.0,1.0,95.0
200,0.0,3184.0,1.0,190.0
300,0.0,4144.0,1.0,285.0
400,0.01,3136.0,2.0,385.0
500,0.01,4168.0,2.0,485.0
600,0.01,4140.0,2.0,583.0
700,0.02,3196.0,2.0,684.0
800,0.02,4132.0,2.0,775.0
900,0.03,3224.0,2.0,870.0
1000,0.04,4184.0,2.0,974.0
1200,0.05,4152.0,2.0,1155.0
1400,0.07,4188.0,2.0,1359.0
1600,0.08,4160.0,2.0,1564.0
1800,0.1,4160.0,2.0,1755.0
2000,0.11,5188.0,2.0,1951.0
2500,0.15,4208.0,2.0,2457.0
3000,0.22,5176.0,2.0,2941.0
3500,0.27,6224.0,2.0,3449.0
4000,0.35,5156.0,2.0,3929.0
4500,0.4,6180.0,2.0,4442.0
5000,0.51,7244.0,2.0,4927.0
6000,0.59,7204.0,2.0,5907.0
7000,0.83,8228.0,2.0,6919.0
8000,1.02,8236.0,2.0,7918.0
9000,1.2,8244.0,2.0,8909.0
10000,1.43,9252.0,2.0,9881.0
