N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,4156.0,2.994,9.539
20,0.00016,4188.0,3.025,18.572
30,0.00028000000000000003,4132.0,3.037,27.796
40,0.00041999999999999996,4180.0,3.068,36.953
50,0.0006,3108.0,3.074,46.385
60,0.00057,4156.0,3.101,55.8
70,0.0007199999999999999,3132.0,3.116,65.269
80,0.0011899999999999999,3172.0,3.112,74.687
90,0.0010400000000000001,4152.0,3.131,84.294
100,0.00122,4172.0,3.139,93.655
200,0.00519,3164.0,3.222,189.561
300,0.00958,3136.0,3.301,286.42
400,0.01087,3104.0,3.342,383.616
500,0.02069,3108.0,3.366,481.103
600,0.02228,3144.0,3.422,578.667
700,0.02949,3152.0,3.428,676.614
800,0.04223,3104.0,3.494,774.503
900,0.03825,3108.0,3.478,872.744
1000,0.048979999999999996,3108.0,3.479,970.799
1200,0.06123,3148.0,3.521,1167.27
1400,0.07873999999999999,3152.0,3.551,1364.62
1600,0.10284,4168.0,3.583,1561.99
1800,0.12182,4132.0,3.6,1759.06
2000,0.16187,4132.0,3.593,1956.24
2500,0.20714,4160.0,3.657,2450.32
3000,0.25478,4184.0,3.683,2945.33
3500,0.31487,5172.0,3.688,3439.95
4000,0.40347000000000005,6196.0,3.703,3935.4
4500,0.47333,5156.0,3.756,4430.96
5000,0.57168,5156.0,3.769,4926.88
6000,0.74894,6260.0,3.801,5919.29
7000,1.04132,8260.0,3.821,6911.72
8000,1.24398,7220.0,3.812,7905.81
9000,1.4917799999999999,8228.0,3.827,8898.58
10000,2.4970100000000004,8228.0,3.835,9892.8
