N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4156.0,2.005,9.536
20,0.00011,4172.0,2.024,18.576
30,0.00016,4148.0,2.054,27.841
40,0.0003,4176.0,2.06,37.067
50,0.00045,4184.0,2.077,46.374
60,0.00043,4196.0,2.098,55.802
70,0.00053,3160.0,2.099,65.28
80,0.00088,3108.0,2.114,74.816
90,0.00079,4152.0,2.126,84.143
100,0.00093,4188.0,2.13,93.738
200,0.004030000000000001,4192.0,2.215,189.664
300,0.00551,3136.0,2.287,286.442
400,0.009529999999999999,3108.0,2.317,383.596
500,0.01211,3148.0,2.389,481.249
600,0.02002,3108.0,2.409,578.749
700,0.02784,3108.0,2.442,676.699
800,0.03204,4152.0,2.455,774.482
900,0.03181,3108.0,2.472,872.511
1000,0.04931,4192.0,2.484,971.03
1200,0.04647,3164.0,2.495,1167.86
1400,0.06715,3128.0,2.553,1364.7
1600,0.08588,4172.0,2.577,1561.43
1800,0.09798,4128.0,2.593,1759.32
2000,0.112,4136.0,2.612,1956.6
2500,0.15991,4132.0,2.619,2450.45
3000,0.21908000000000002,4132.0,2.667,2945.21
3500,0.25709,5180.0,2.727,3440.19
4000,0.31551,5188.0,2.699,3935.69
4500,0.37985,5156.0,2.739,4430.91
5000,0.47437,5156.0,2.754,4927.41
6000,0.62063,7260.0,2.827,5919.78
7000,0.8396,61188.0,2.824,6912.37
8000,1.0926,7280.0,2.818,7905.38
9000,1.23185,8228.0,2.836,8898.73
10000,1.76171,8228.0,2.86,9892.6
