N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4144.0,2.005,9.536
20,0.00014000000000000001,4144.0,2.024,18.576
30,0.00020999999999999998,3184.0,2.054,27.841
40,0.00033,4168.0,2.06,37.067
50,0.00049,3116.0,2.077,46.374
60,0.00062,3212.0,2.098,55.802
70,0.0007199999999999999,3128.0,2.099,65.28
80,0.00069,4148.0,2.114,74.816
90,0.00114,3136.0,2.126,84.143
100,0.00134,4148.0,2.13,93.738
200,0.00392,3108.0,2.215,189.664
300,0.00746,3108.0,2.287,286.442
400,0.01199,4188.0,2.317,383.596
500,0.015390000000000001,3108.0,2.389,481.249
600,0.0249,4148.0,2.409,578.749
700,0.027649999999999997,3108.0,2.442,676.699
800,0.032490000000000005,3124.0,2.455,774.482
900,0.039560000000000005,3108.0,2.472,872.511
1000,0.04862,3152.0,2.484,971.03
1200,0.06778,3156.0,2.495,1167.86
1400,0.08465,3108.0,2.553,1364.7
1600,0.11365,4132.0,2.577,1561.43
1800,0.1168,4212.0,2.593,1759.32
2000,0.1088,5168.0,2.612,1956.6
2500,0.19244999999999998,4144.0,2.619,2450.45
3000,0.28856,4164.0,2.667,2945.21
3500,0.37205,6224.0,2.727,3440.19
4000,0.34246,5192.0,2.699,3935.69
4500,0.3917,5188.0,2.739,4430.91
5000,0.60345,5156.0,2.754,4927.41
6000,0.88858,6208.0,2.827,5919.78
7000,1.04086,7212.0,2.824,6912.37
8000,1.2123499999999998,7204.0,2.818,7905.38
9000,1.7226400000000002,7244.0,2.836,8898.73
10000,2.01105,8304.0,2.86,9892.6
