N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3128.0,2.0,10.0
20,0.0,3196.0,2.0,18.0
30,0.0,4152.0,2.0,29.0
40,0.0,4148.0,2.0,37.0
50,0.0,3192.0,2.0,48.0
60,0.0,4148.0,3.0,57.0
70,0.0,3120.0,2.0,65.0
80,0.0,4180.0,2.0,75.0
90,0.0,4184.0,2.0,86.0
100,0.0,4144.0,2.0,96.0
200,0.0,4168.0,2.0,186.0
300,0.0,4176.0,2.0,288.0
400,0.01,4148.0,2.0,381.0
500,0.01,4188.0,2.0,481.0
600,0.01,4184.0,2.0,580.0
700,0.02,4168.0,2.0,676.0
800,0.03,4148.0,2.0,767.0
900,0.03,3164.0,2.0,873.0
1000,0.05,4196.0,3.0,974.0
1200,0.05,4156.0,2.0,1166.0
1400,0.07,4176.0,2.0,1358.0
1600,0.09,4132.0,2.0,1555.0
1800,0.14,3124.0,3.0,1756.0
2000,0.16,4188.0,3.0,1954.0
2500,0.23,5200.0,3.0,2442.0
3000,0.25,5168.0,2.0,2946.0
3500,0.39,5156.0,3.0,3434.0
4000,0.5,5184.0,3.0,3929.0
4500,0.59,6208.0,3.0,4436.0
5000,0.72,6196.0,3.0,4927.0
6000,0.73,6208.0,2.0,5906.0
7000,1.2,6240.0,3.0,6916.0
8000,1.47,6268.0,3.0,7899.0
9000,1.78,7240.0,3.0,8889.0
10000,2.11,8228.0,3.0,9879.0
