M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0036,6180.0,2.0,4.95
2000,0.0045000000000000005,7216.0,2.0,7.26
3000,0.005600000000000001,7220.0,2.0,10.65
4000,0.0068000000000000005,7208.0,2.05,17.89
5000,0.0084,7220.0,2.45,45.1
6000,0.0154,7216.0,3.84,294.7
7000,0.0229,6220.0,4.09,734.41
8000,0.031,8264.0,4.15,1232.36
9000,0.0375,7200.0,4.18,1728.03
10000,0.0467,7280.0,4.17,2195.72
12000,0.0562,7204.0,4.09,3007.88
14000,0.0677,7204.0,4.16,3696.14
16000,0.0768,8280.0,4.13,4265.72
18000,0.0852,8236.0,4.15,4750.68
25000,0.10619999999999999,9276.0,4.17,5957.71
30000,0.12269999999999999,8244.0,4.15,6543.58
35000,0.12990000000000002,9280.0,4.05,6968.15
40000,0.1324,9268.0,4.08,7313.23
45000,0.1405,9272.0,4.07,7583.82
50000,0.1514,9288.0,4.1,7807.64
60000,0.1674,8284.0,4.11,8149.48
70000,0.18289999999999998,9304.0,4.09,8395.72
80000,0.2018,8280.0,4.09,8594.3
90000,0.217,9304.0,4.06,8743.18
100000,0.23079999999999998,8276.0,4.02,8865.8
200000,0.3851,8228.0,4.08,9427.81
300000,0.5328,8236.0,4.04,9620.98
400000,0.6801,8228.0,4.02,9716.9
500000,0.8295,8316.0,4.0,9775.32
600000,0.9721,8292.0,3.9,9814.58
700000,1.121,9292.0,3.89,9842.64
800000,1.272,8240.0,3.89,9866.05
900000,1.4005,8228.0,3.85,9881.36
1000000,1.5236,8244.0,3.76,9893.02
2000000,2.9271,8228.0,3.64,9951.17
4000000,5.4933000000000005,7204.0,3.41,9978.55
6000000,8.0639,7204.0,3.33,9986.61
8000000,10.5131,9296.0,3.17,9990.74
10000000,13.2134,7240.0,3.17,9993.17
15000000,19.5026,9284.0,3.11,9996.25
20000000,25.6189,8284.0,3.05,9997.68
25000000,31.7964,8264.0,3.01,9998.54
30000000,38.2429,9204.0,3.02,9999.14
35000000,44.1057,9248.0,3.02,9999.44
40000000,51.547799999999995,9280.0,3.0,9999.73
49995000,63.1647,8228.0,3.0,10000.0
