M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0006,42068.0,1.0,0.15
2000,0.001,45088.0,1.0,0.18
3000,0.0016,46172.0,1.0,0.44
4000,0.0021,48164.0,1.0,0.34
5000,0.0026,54304.0,1.0,0.44
6000,0.0029,57392.0,1.0,0.39
7000,0.0036,59516.0,1.0,0.32
8000,0.0042,62544.0,1.0,0.22
9000,0.0046,64564.0,1.0,0.23
10000,0.005,65624.0,1.0,0.22
12000,0.005699999999999999,68692.0,1.0,0.14
14000,0.0066,68692.0,1.0,0.15
16000,0.0073,69756.0,1.0,0.05
18000,0.008100000000000001,71764.0,1.0,0.03
25000,0.0104,72792.0,1.0,23.89
30000,0.0118,73792.0,1.0,46.85
35000,0.013600000000000001,74800.0,1.0,131.07
40000,0.0144,75840.0,1.0,481.53
45000,0.016,76848.0,1.0,1074.67
50000,0.0172,76876.0,1.0,1462.3
60000,0.0199,75864.0,1.0,1702.8
70000,0.022400000000000003,76868.0,1.0,1582.69
80000,0.0256,75844.0,1.0,1482.84
90000,0.0286,76856.0,1.0,1386.25
100000,0.0305,75836.0,1.0,1303.25
200000,0.3105,17444.0,2.0,9429.13
300000,0.4113,18528.0,2.0,9621.41
400000,0.5018,16452.0,2.0,9718.86
500000,0.5853,17480.0,2.0,9777.77
600000,0.6701999999999999,16420.0,2.0,9814.6
700000,0.7532,16420.0,2.0,9843.03
800000,0.8384,16420.0,2.0,9863.56
900000,0.9401999999999999,17444.0,2.0,9879.67
1000000,1.0021,16416.0,2.0,9892.37
2000000,1.8137,17444.0,2.01,9949.63
4000000,3.4138,16420.0,2.01,9977.26
6000000,4.9641,18464.0,2.0,9986.51
8000000,6.5562000000000005,18496.0,2.02,9991.03
10000000,8.083300000000001,14372.0,2.04,9993.4
15000000,12.0122,16420.0,2.03,9996.42
20000000,15.5914,17444.0,2.01,9997.89
25000000,19.5782,17444.0,2.01,9998.55
30000000,23.640900000000002,17468.0,2.01,9999.14
35000000,27.159499999999998,18468.0,2.0,9999.55
40000000,31.6402,16420.0,2.0,9999.76
49995000,38.8641,16448.0,2.0,10000.0
