K,Average User Time (s),Average Memory (KB),Passes
1,34.134,139488.8,3
2,33.962,169066.4,2
3,36.652,193596.0,2
4,41.368,217353.6,2
5,40.704,220520.0,1
6,41.616,220566.4,1
7,41.336,220540.0,1
8,37.79,220556.0,1
9,41.502,220526.4,1
10,38.402,220481.6,1
