N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4164.0,3.0,10.0
20,0.0002,4176.0,3.0,20.0
30,0.0004,4156.0,3.0,30.0
40,0.0007000000000000001,3136.0,3.0,40.0
50,0.0011,4164.0,3.0,50.0
60,0.0016,3160.0,3.0,60.0
70,0.0022,4180.0,3.0,70.0
80,0.003,3136.0,3.0,80.0
90,0.0038,4176.0,3.0,90.0
100,0.0045000000000000005,4140.0,3.0,100.0
200,0.0194,3188.0,3.01,200.0
300,0.0444,4144.0,3.0,300.0
400,0.08039999999999999,3188.0,3.0,400.0
500,0.127,4144.0,3.0,500.0
600,0.1837,3120.0,3.0,600.0
700,0.2518,4188.0,3.0,700.0
800,0.3262,3152.0,3.0,800.0
900,0.41759999999999997,3108.0,3.01,900.0
1000,0.5158,3144.0,3.0,1000.0
1200,0.7583,3108.0,3.0,1200.0
1400,1.0679,4188.0,3.0,1400.0
1600,1.3857,4132.0,3.0,1600.0
1800,1.7530000000000001,4132.0,3.0,1800.0
2000,2.1589,4132.0,3.0,2000.0
2500,3.4657999999999998,4132.0,3.0,2500.0
3000,5.0595,4132.0,3.0,3000.0
3500,6.9985,5156.0,3.0,3500.0
4000,9.1699,5196.0,3.01,4000.0
4500,11.6807,5156.0,3.0,4500.0
5000,14.634400000000001,5156.0,3.0,5000.0
6000,21.648200000000003,6180.0,3.0,6000.0
7000,29.6737,6180.0,3.0,7000.0
