N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,4196.0,1.0,1.0
20,0.00023,4144.0,2.0,20.0
30,0.00051,4148.0,2.001,30.0
40,0.00093,4172.0,2.002,40.0
50,0.00141,4164.0,2.0,50.0
60,0.0021000000000000003,3216.0,2.0,60.0
70,0.00273,4152.0,2.0,70.0
80,0.0035499999999999998,3140.0,2.0,80.0
90,0.00456,3136.0,2.0,90.0
100,0.00566,3168.0,2.0,100.0
200,0.02354,4188.0,2.002,200.0
300,0.04519,3164.0,2.0,300.0
400,0.09931999999999999,4156.0,2.0,400.0
500,0.15272999999999998,3152.0,2.0,500.0
600,0.16291999999999998,3108.0,2.001,600.0
700,0.23447,3224.0,2.0,700.0
800,0.38301999999999997,3140.0,2.001,800.0
900,0.43779,3108.0,2.0,900.0
1000,0.59937,3104.0,2.0,1000.0
1200,0.94905,3148.0,2.0,1200.0
1400,0.9315800000000001,4132.0,2.001,1400.0
