N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4128.0,1.0,1.0
20,0.0,3144.0,1.0,20.0
30,0.0001,4156.0,1.0,30.0
40,0.0003,4184.0,1.0,40.0
50,0.0005,4164.0,1.0,50.0
60,0.0007000000000000001,4184.0,1.0,60.0
70,0.0009,4144.0,1.0,70.0
80,0.0012,3144.0,1.0,80.0
90,0.0015,4168.0,1.0,90.0
100,0.0018,3124.0,1.0,100.0
200,0.0077,3188.0,1.0,200.0
300,0.0174,4172.0,1.01,300.0
400,0.031,3108.0,1.0,400.0
500,0.049100000000000005,4180.0,1.0,500.0
600,0.0721,4136.0,1.01,600.0
700,0.09820000000000001,3108.0,1.02,700.0
800,0.12890000000000001,3108.0,1.02,800.0
900,0.1663,5168.0,1.02,900.0
1000,0.2059,5168.0,1.03,1000.0
1200,0.3019,4128.0,1.01,1200.0
1400,0.42369999999999997,4160.0,1.04,1400.0
1600,0.5501,4164.0,1.03,1600.0
1800,0.6938,5188.0,1.01,1800.0
2000,0.8797,5156.0,1.03,2000.0
2500,1.3754,5152.0,1.02,2500.0
3000,2.0922,5200.0,1.09,3000.0
3500,2.8408999999999995,5156.0,1.06,3500.0
4000,3.741,5184.0,1.05,4000.0
4500,4.9284,8272.0,1.09,4500.0
5000,6.0769,6176.0,1.06,5000.0
6000,9.097000000000001,7220.0,1.08,6000.0
7000,12.7332,9316.0,1.11,7000.0
8000,16.8717,9252.0,1.08,8000.0
9000,21.9104,10328.0,1.08,9000.0
10000,28.452600000000004,10276.0,1.15,10000.0
