K,Average User Time (s),Average Memory (KB),Passes
1,12.638,59504.0,4
2,14.296,72176.8,3
3,13.702,83527.2,2
4,15.662,95134.4,2
5,16.908,106746.4,2
6,18.15,111225.6,1
7,17.194,111252.8,1
8,18.21,111228.8,1
9,18.094,111267.2,1
10,17.216,111229.6,1
