K,Average User Time (s),Average Memory (KB),Passes
1,0.596,25670.4,3
2,0.6,30747.2,2
3,0.508,35254.4,1
4,0.524,35216.8,1
5,0.506,35216.0,1
6,0.516,35236.0,1
7,0.516,35218.4,1
8,0.522,35201.6,1
9,0.512,35185.6,1
10,0.52,35196.0,1
