K,Average User Time (s),Average Memory (KB),Passes
1,112.494,154500.0,3
2,130.228,180928.0,2
3,119.568,204404.8,2
4,148.576,230562.4,2
5,146.55,249059.2,1
6,173.972,249024.8,1
7,147.41,249011.2,1
8,161.484,249064.0,1
9,148.342,249084.8,1
10,161.824,249067.2,1
