K,Average User Time (s),Average Memory (KB),Passes
1,62.28,66320.0,284
2,33.2433,79682.6667,7
3,32.9567,92341.3333,3
4,0.22,92514.6667,2
5,0.2133,92500.0,2
6,0.2167,92546.6667,2
7,0.2333,92502.6667,2
8,0.22,92480.0,2
9,0.22,92440.0,2
10,0.22,92474.6667,2
