N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,3156.0,2.0,10.0
20,0.00023,3160.0,2.046,20.0
30,0.00055,4160.0,2.523,30.0
40,0.0007,4176.0,2.755,40.0
50,0.0016,4132.0,2.885,50.0
60,0.00232,3152.0,2.951,60.0
70,0.00325,4184.0,2.981,70.0
80,0.0040999999999999995,3128.0,2.993,80.0
90,0.00505,3196.0,2.991,90.0
100,0.00632,3180.0,3.0,100.0
200,0.02571,3144.0,3.003,200.0
300,0.04011,3108.0,3.151,300.0
400,0.09029999999999999,3144.0,3.48,400.0
500,0.18627000000000002,4180.0,3.729,500.0
600,0.29555000000000003,5156.0,3.846,600.0
700,0.41475,4160.0,3.929,700.0
800,0.3634,5176.0,3.965,800.0
900,0.62694,5216.0,3.972,900.0
1000,0.66227,4140.0,3.989,1000.0
1200,1.23257,4164.0,3.997,1200.0
1400,1.2229,5156.0,4.0,1400.0
1600,1.4640199999999999,5204.0,4.0,1600.0
1800,2.7626500000000003,5168.0,4.001,1800.0
2000,3.20537,6212.0,4.0,2000.0
2500,5.26834,6216.0,4.008,2500.0
3000,5.6995,7288.0,4.063,3000.0
3500,10.317620000000002,7232.0,4.153,3500.0
4000,14.25532,8264.0,4.312,4000.0
4500,19.024720000000002,8260.0,4.457,4500.0
