N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5160.0,1.0,1.0
20,0.0001,5188.0,1.0,1.0
30,0.00039,3140.0,1.48,30.0
40,0.00049,4136.0,1.745,40.0
50,0.00115,4144.0,1.89,50.0
60,0.00166,4188.0,1.955,60.0
70,0.00226,4172.0,1.972,70.0
80,0.0029100000000000003,4180.0,1.991,80.0
90,0.0036,4152.0,1.999,90.0
100,0.0045,4156.0,1.995,100.0
200,0.01802,4156.0,2.0,200.0
300,0.02577,4148.0,2.0,300.0
400,0.07069,4184.0,2.0,400.0
500,0.09634000000000001,3116.0,2.0,500.0
600,0.15750999999999998,4212.0,2.0,600.0
700,0.18524000000000002,4172.0,2.0,700.0
800,0.17878,4248.0,2.0,800.0
900,0.35573,4132.0,2.0,900.0
1000,0.35952999999999996,5176.0,2.0,1000.0
1200,0.61824,4184.0,2.0,1200.0
1400,0.85115,5156.0,2.0,1400.0
1600,0.7455900000000001,6212.0,2.0,1600.0
1800,1.46541,6228.0,2.0,1800.0
2000,1.7823099999999998,6200.0,2.0,2000.0
2500,2.74916,6180.0,2.029,2500.0
3000,3.53263,7284.0,2.16,3000.0
3500,6.337,7204.0,2.32,3500.0
4000,8.477049999999998,8228.0,2.478,4000.0
4500,11.60934,9252.0,2.603,4500.0
