N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,5212.0,1.0,1.0
20,0.0001,5204.0,1.0,1.0
30,0.0004,4152.0,1.48,30.0
40,0.00049,3192.0,1.745,40.0
50,0.00117,3132.0,1.89,50.0
60,0.0016799999999999999,4188.0,1.955,60.0
70,0.00229,4164.0,1.972,70.0
80,0.0029100000000000003,4164.0,1.991,80.0
90,0.0037,4172.0,1.999,90.0
100,0.0045,4132.0,1.995,100.0
200,0.01809,4148.0,2.001,200.0
300,0.027780000000000003,3124.0,2.094,300.0
400,0.08422,4132.0,2.403,400.0
500,0.14124,4144.0,2.622,500.0
600,0.21538,4160.0,2.776,600.0
700,0.29692,4132.0,2.871,700.0
800,0.27008,4132.0,2.934,800.0
900,0.41998,4160.0,2.966,900.0
1000,0.5998300000000001,4132.0,2.975,1000.0
1200,0.92391,4132.0,2.992,1200.0
1400,1.10509,5156.0,3.0,1400.0
1600,1.1136300000000001,6204.0,2.999,1600.0
1800,1.48057,5172.0,3.0,1800.0
2000,2.6684099999999997,5204.0,3.0,2000.0
2500,3.8249899999999997,6180.0,3.0,2500.0
3000,5.41918,7204.0,3.007,3000.0
3500,8.18929,7208.0,3.036,3500.0
4000,10.3498,8228.0,3.114,4000.0
