N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,2.0,10.0
20,0.0001,3132.0,2.05,20.0
30,0.0003,4144.0,2.53,30.0
40,0.0006,4192.0,2.79,40.0
50,0.0009,4172.0,2.87,50.0
60,0.0013,3136.0,2.95,60.0
70,0.0019,4152.0,2.98,70.0
80,0.0024,4168.0,2.99,80.0
90,0.003,3136.0,2.99,90.0
100,0.0038,4184.0,3.0,100.0
200,0.0148,4152.0,3.0,200.0
300,0.0359,4176.0,3.18,300.0
400,0.0697,4180.0,3.51,400.0
500,0.1151,3136.0,3.65,500.0
600,0.16870000000000002,4156.0,3.8,600.0
700,0.2378,5152.0,3.95,700.0
800,0.3024,5168.0,3.94,800.0
900,0.3882,4180.0,3.95,900.0
1000,0.4879,4176.0,3.98,1000.0
1200,0.7132999999999999,4132.0,4.0,1200.0
1400,1.0024,5184.0,4.0,1400.0
1600,1.2865,5176.0,4.0,1600.0
1800,1.6481000000000001,5156.0,4.0,1800.0
2000,2.0,5156.0,4.0,2000.0
2500,3.1855,6180.0,4.01,2500.0
3000,4.5725,8240.0,4.08,3000.0
3500,6.3064,7224.0,4.17,3500.0
4000,8.6286,8268.0,4.32,4000.0
4500,11.2969,8228.0,4.46,4500.0
5000,14.3005,9280.0,4.61,5000.0
6000,21.308400000000002,12376.0,4.83,6000.0
7000,29.7632,13348.0,4.88,7000.0
8000,41.90729999999999,12324.0,4.94,8000.0
9000,49.3875,15680.0,4.93,9000.0
10000,61.5841,16428.0,4.95,10000.0
