N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4140.0,1.0,1.0
20,0.0,4164.0,1.0,1.0
30,0.0002,4128.0,1.47,30.0
40,0.0004,3128.0,1.73,40.0
50,0.0006,4160.0,1.87,50.0
60,0.001,3136.0,1.96,60.0
70,0.0013,3140.0,1.94,70.0
80,0.0017000000000000001,4144.0,1.98,80.0
90,0.0022,4172.0,2.0,90.0
100,0.0026,3152.0,1.99,100.0
200,0.0104,3124.0,2.0,200.0
300,0.0231,4184.0,2.0,300.0
400,0.04190000000000001,3108.0,2.0,400.0
500,0.063,4172.0,2.0,500.0
600,0.09029999999999999,4132.0,2.0,600.0
700,0.1234,5168.0,2.0,700.0
800,0.1605,4132.0,2.0,800.0
900,0.2,5168.0,2.0,900.0
1000,0.24719999999999998,4132.0,2.0,1000.0
1200,0.3701,5152.0,2.0,1200.0
1400,0.4986,6232.0,2.0,1400.0
1600,0.6517000000000001,5152.0,2.0,1600.0
1800,0.8437,5156.0,2.0,1800.0
2000,1.0276,5184.0,2.0,2000.0
2500,1.6159000000000001,6180.0,2.02,2500.0
3000,2.5086,7204.0,2.16,3000.0
3500,3.5837,7204.0,2.31,3500.0
4000,5.1585,8260.0,2.57,4000.0
4500,6.5263,9248.0,2.57,4500.0
5000,8.4882,9252.0,2.71,5000.0
6000,12.8345,12380.0,2.85,6000.0
7000,17.7067,12364.0,2.88,7000.0
8000,24.9498,13348.0,2.95,8000.0
9000,29.874200000000002,14372.0,2.99,9000.0
10000,37.8279,15404.0,2.99,10000.0
