K,Average User Time (s),Average Memory (KB),Passes
1,24.3767,250138.6667,4
2,8.2033,201626.6667,3
3,21.3933,228918.6667,2
4,0.63,232081.3333,1
5,0.6967,232160.0,1
6,0.69,232105.3333,1
7,0.6967,232113.3333,1
8,0.6633,232162.6667,1
9,0.7133,232153.3333,1
10,0.64,232197.3333,1
