K,Average User Time (s),Average Memory (KB),Passes
1,157.23,152357.3333,246
2,32.9833,181714.6667,7
3,21.24,206656.0,4
4,0.64,232180.0,1
5,0.7167,232122.6667,1
6,0.73,232164.0,1
7,0.6633,232164.0,1
8,0.7067,232125.3333,1
9,0.6333,232134.6667,1
10,0.6833,232142.6667,1
