M,Time (s),Memory (KB),Passes
100,0.0,40292.0,1.0
500,0.0,40844.0,1.0
1000,0.0,42108.0,1.0
2500,0.0,46044.0,1.0
5000,0.0,54116.0,1.0
7500,0.0,61676.0,1.0
10000,0.0,66492.0,1.0
15000,0.0,70456.0,1.0
20000,0.01,72052.0,1.0
25000,0.01,73544.0,1.0
30000,0.01,74720.0,1.0
40000,0.01,75840.0,1.0
50000,0.01,76800.0,1.0
75000,0.02,76728.0,1.0
100000,0.02,77324.0,1.0
200000,0.14,13312.0,1.0
300000,0.16,13532.0,1.0
400000,0.22,13412.0,1.0
500000,0.28,13344.0,1.0
750000,0.32,13508.0,1.0
1000000,0.41,13416.0,1.0
2500000,0.9,13460.0,1.0
5000000,1.79,13392.0,1.0
7500000,2.56,13484.0,1.0
10000000,3.58,13544.0,1.0
25000000,8.51,13400.0,1.0
49995000,16.59,13492.0,1.0
