M,Time (s),Memory (KB),Passes
100,0.0,6940.0,2.0
500,0.0,6880.0,2.0
1000,0.0,7144.0,2.0
2500,0.0,7332.0,2.0
5000,0.01,7168.0,2.46
7500,0.02,7412.0,4.09
10000,0.02,8164.0,4.2
15000,0.04,8084.0,4.13
20000,0.05,8412.0,4.13
25000,0.06,8404.0,4.14
30000,0.07,8556.0,4.05
40000,0.08,8444.0,4.14
50000,0.1,8464.0,4.15
75000,0.12,8460.0,4.08
100000,0.15,8516.0,4.04
200000,0.25,8936.0,4.06
300000,0.37,9108.0,4.0
400000,0.44,8820.0,3.93
500000,0.54,8664.0,3.98
750000,0.77,8776.0,3.86
1000000,1.1,8884.0,3.83
2500000,2.42,9080.0,3.7
5000000,4.36,9396.0,3.34
7500000,6.59,9360.0,3.18
10000000,8.53,9400.0,3.15
25000000,21.56,9412.0,3.05
49995000,41.07,10916.0,3.01
