M,Time (s),Memory (KB),Passes
100,0.0,40280.0,1.0
500,0.0,40632.0,1.0
1000,0.0,42140.0,1.0
2500,0.0,46232.0,1.0
5000,0.0,54112.0,1.0
7500,0.0,61796.0,1.0
10000,0.0,66500.0,1.0
15000,0.0,70396.0,1.0
20000,0.01,72060.0,1.0
25000,0.04,9244.0,1.0
30000,0.05,9968.0,2.0
40000,0.06,9432.0,2.0
50000,0.07,9744.0,2.0
75000,0.08,10088.0,2.0
100000,0.11,9776.0,2.0
200000,0.16,9868.0,2.0
300000,0.21,9836.0,2.0
400000,0.27,10284.0,2.0
500000,0.32,9688.0,2.0
750000,0.46,9872.0,2.0
1000000,0.6,10096.0,2.0
2500000,1.39,9780.0,2.0
5000000,2.69,10252.0,2.0
7500000,4.14,10076.0,2.0
10000000,6.02,10080.0,2.0
25000000,14.0,9564.0,2.0
49995000,26.48,10024.0,2.0
