N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,4204.0,1.0,9.638
20,5e-05,4172.0,1.005,18.481
30,0.0001,4176.0,1.033,27.414
40,0.00013000000000000002,4168.0,1.079,36.18
50,0.00017999999999999998,4212.0,1.11,45.014
60,0.00023,4180.0,1.153,53.749
70,0.00029,4196.0,1.169,62.806
80,0.00035,4168.0,1.223,71.531
90,0.00041999999999999996,4168.0,1.278,80.283
100,0.00047,4168.0,1.302,89.085
200,0.00125,4168.0,1.603,178.207
300,0.00215,4164.0,1.767,267.485
400,0.00319,4196.0,1.857,357.201
500,0.00423,4188.0,1.919,446.606
600,0.00851,4272.0,1.95,536.838
700,0.01072,4168.0,1.959,626.734
800,0.01075,3104.0,1.977,716.577
900,0.0123,3108.0,1.989,807.608
1000,0.01174,4168.0,1.992,897.625
1200,0.01676,4216.0,1.998,1078.32
1400,0.0178,5220.0,2.001,1259.58
1600,0.025,4132.0,2.001,1441.17
1800,0.023370000000000002,5192.0,2.0,1622.94
2000,0.0273,5192.0,1.999,1804.4
2500,0.03623,5204.0,2.0,2259.96
3000,0.04568,6216.0,2.001,2715.57
3500,0.05805,5244.0,2.0,3172.56
4000,0.06763,6216.0,2.0,3630.64
4500,0.07631,7240.0,2.0,4087.26
5000,0.08767,7240.0,2.0,4544.99
6000,0.11191,8264.0,2.002,5460.9
7000,0.14054,7204.0,2.001,6380.24
8000,0.16781000000000001,8252.0,2.0,7298.16
9000,0.19302,9252.0,2.001,8218.15
10000,0.22568000000000002,9252.0,2.002,9139.53
