N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3174.0,1.0,9.6
20,0.0,3184.8,1.0,18.2
30,0.0,3173.2,1.0,27.7
40,0.0,3178.8,1.0,36.6
50,0.0,3164.4,1.3,45.0
60,0.0,3177.2,1.1,53.2
70,0.0,3193.6,1.3,63.2
80,0.0,3179.6,1.5,72.4
90,0.0,3177.6,1.3,80.1
100,0.0,3197.6,1.2,87.6
200,0.0,3184.0,1.4,178.1
300,0.0,3179.2,1.8,269.1
400,0.0,3191.6,1.8,356.7
500,0.0,3182.4,2.0,446.2
600,0.0,3190.0,2.0,538.0
700,0.0,3180.8,2.0,625.6
800,0.001,3182.8,2.0,715.9
900,0.002,3185.2,2.0,805.0
1000,0.009,3176.4,2.0,898.2
1200,0.009999999999999998,3185.6,2.0,1079.4
1400,0.009999999999999998,3176.8,2.0,1262.5
1600,0.012,4210.4,2.0,1439.5
1800,0.019999999999999997,4200.0,2.0,1625.6
2000,0.019999999999999997,4216.0,2.0,1799.0
2500,0.030000000000000006,4206.0,2.0,2257.8
3000,0.040999999999999995,4204.0,2.0,2722.9
3500,0.047999999999999994,5228.0,2.0,3177.2
4000,0.05700000000000001,5216.4,2.0,3630.9
4500,0.06800000000000002,5234.4,2.0,4088.2
5000,0.079,5221.6,2.0,4545.2
6000,0.101,6257.2,2.0,5449.9
7000,0.12399999999999997,7279.2,2.0,6379.9
8000,0.146,7285.2,2.0,7299.6
9000,0.172,8313.2,2.0,8210.6
10000,0.19899999999999998,8288.8,2.0,9159.5
