N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.256,2.993,9.636
20,0.0,3181.936,3.025,18.449
30,0.0,3181.076,3.045,27.364
40,0.0,3181.596,3.072,36.041
50,0.0,3182.48,3.105,45.005
60,0.0,3182.436,3.123,53.767
70,0.0,3180.696,3.155,62.66
80,0.0,3182.916,3.199,71.484
90,0.0,3182.308,3.218,80.356
100,0.0,3182.288,3.213,89.322
200,0.0,3183.836,3.402,178.243
300,0.0,3183.556,3.493,267.753
400,0.0002400000000000001,3183.324,3.603,357.416
500,0.0010800000000000007,3182.712,3.616,446.748
600,0.004849999999999941,3182.192,3.699,536.677
700,0.010159999999999829,3183.828,3.755,626.707
800,0.00907999999999985,3183.1,3.786,717.23
900,0.01112999999999982,3184.112,3.797,806.872
1000,0.013689999999999765,3181.848,3.835,897.484
1200,0.015209999999999748,3183.856,3.857,1078.535
1400,0.019679999999999694,3182.764,3.882,1259.929
1600,0.021849999999999738,3182.78,3.894,1440.838
1800,0.028990000000000283,3182.608,3.933,1622.542
2000,0.030450000000000355,4201.712,3.961,1804.558
2500,0.043969999999999475,4195.62,3.974,2259.731
3000,0.05930000000000053,4202.044,4.004,2716.126
3500,0.07178000000000002,4206.68,4.025,3172.615
4000,0.08421999999999982,4206.332,4.028,3629.288
4500,0.10121999999999869,5220.788,4.045,4087.828
5000,0.11461999999999979,5226.648,4.046,4546.015
6000,0.14731000000000113,5228.48,4.05,5460.953
7000,0.18151000000000317,6246.556,4.058,6380.305
8000,0.2155600000000006,6253.68,4.069,7299.653
9000,0.2541599999999995,6257.196,4.058,8216.907
10000,0.29178999999999994,7261.544,4.083,9139.057
