N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3184.4,1.4,9.6
20,0.0,3182.8,1.9,18.2
30,0.0,3181.6,2.0,27.7
40,0.0,3190.4,2.0,36.7
50,0.0,3177.6,2.0,45.3
60,0.0,3186.0,2.0,53.5
70,0.0,3186.0,2.0,62.9
80,0.0,3181.6,2.0,72.2
90,0.0,3186.4,2.0,80.3
100,0.0,3182.0,2.0,87.3
200,0.0,3197.2,2.0,177.6
300,0.0,3181.2,2.1,268.4
400,0.0,3179.2,2.0,357.1
500,0.0,3187.6,2.0,445.5
600,0.0,3186.4,2.0,537.9
700,0.0,3186.8,2.1,629.0
800,0.003,3182.8,2.1,717.5
900,0.005,3190.4,2.0,802.8
1000,0.009999999999999998,3191.2,2.2,900.1
1200,0.009999999999999998,3188.4,2.0,1077.4
1400,0.009999999999999998,3194.4,2.0,1256.7
1600,0.018,4205.2,2.2,1447.0
1800,0.020999999999999998,4203.2,2.1,1623.7
2000,0.020999999999999998,4212.0,2.1,1799.9
2500,0.03200000000000001,4095.6,2.1,2266.9
3000,0.041999999999999996,4208.8,2.2,2715.0
3500,0.049999999999999996,5235.6,2.0,3179.0
4000,0.06000000000000001,5224.4,2.0,3640.3
4500,0.07200000000000001,5126.4,2.1,4085.6
5000,0.08999999999999998,5323.6,2.4,4543.6
6000,0.11800000000000002,6252.0,2.4,5465.3
7000,0.15299999999999997,6752.8,2.7,6383.0
8000,0.17599999999999996,7289.6,2.6,7293.5
9000,0.21600000000000003,8314.0,2.9,8218.4
10000,0.24,8304.8,2.7,9136.1
