N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,4e-05,4172.0,2.993,9.636
20,0.0001,4196.0,3.025,18.449
30,0.00016,4212.0,3.045,27.364
40,0.00025,4168.0,3.072,36.041
50,0.00032,3108.0,3.105,45.005
60,0.00041,4176.0,3.123,53.767
70,0.00049,4188.0,3.155,62.66
80,0.00062,4168.0,3.199,71.484
90,0.00069,3136.0,3.218,80.356
100,0.00078,3136.0,3.213,89.322
200,0.00197,4168.0,3.402,178.243
300,0.00322,4224.0,3.493,267.753
400,0.00477,3128.0,3.603,357.416
500,0.00615,3184.0,3.616,446.748
600,0.01339,4168.0,3.699,536.677
700,0.0158,3108.0,3.755,626.707
800,0.01925,4196.0,3.786,717.23
900,0.018600000000000002,4168.0,3.797,806.872
1000,0.02168,4168.0,3.835,897.484
1200,0.02732,3108.0,3.857,1078.54
1400,0.03126,5192.0,3.882,1259.93
1600,0.03187,4132.0,3.894,1440.84
1800,0.03593,5192.0,3.933,1622.54
2000,0.04087,4128.0,3.961,1804.56
2500,0.053810000000000004,4132.0,3.974,2259.73
3000,0.0719,4128.0,4.004,2716.13
3500,0.08109999999999999,5192.0,4.025,3172.61
4000,0.09742,5156.0,4.028,3629.29
4500,0.11267,6216.0,4.045,4087.83
5000,0.12868000000000002,7268.0,4.046,4546.02
6000,0.16066999999999998,7240.0,4.05,5460.95
7000,0.20131,8292.0,4.058,6380.31
8000,0.23518,7204.0,4.069,7299.65
9000,0.27138,7284.0,4.058,8216.91
10000,0.32374,9312.0,4.083,9139.06
