N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3185.6,3.0,9.5
20,0.0,3188.8,3.0,18.4
30,0.0,3185.2,3.0,28.2
40,0.0,3177.6,3.0,36.0
50,0.0,3186.4,3.1,44.8
60,0.0,3164.4,3.0,52.3
70,0.0,3190.0,3.1,63.3
80,0.0,3170.4,3.2,71.2
90,0.0,3187.6,3.1,78.6
100,0.0,3186.8,3.0,89.4
200,0.0,3204.0,3.5,177.7
300,0.0,3180.0,3.5,266.0
400,0.0,3172.0,3.6,356.1
500,0.0,3186.4,3.3,447.2
600,0.001,3194.8,3.8,534.5
700,0.005,3195.6,3.8,622.8
800,0.009999999999999998,3172.4,3.8,716.3
900,0.009999999999999998,3185.2,3.8,814.1
1000,0.009999999999999998,3184.0,3.6,903.1
1200,0.015,3188.0,3.9,1075.6
1400,0.018,3193.6,3.9,1260.5
1600,0.019999999999999997,3189.2,3.7,1440.6
1800,0.030000000000000006,3189.6,4.0,1630.6
2000,0.031000000000000007,4208.4,4.1,1800.5
2500,0.04399999999999999,4212.0,3.8,2254.9
3000,0.05900000000000001,4197.2,4.0,2720.2
3500,0.07100000000000002,4212.8,4.0,3169.8
4000,0.087,4207.2,4.1,3633.7
4500,0.101,5122.8,4.1,4082.6
5000,0.11499999999999999,5140.4,4.0,4542.0
6000,0.14500000000000002,5235.6,4.0,5457.3
7000,0.17699999999999996,6147.2,4.0,6365.3
8000,0.22199999999999998,6259.2,4.2,7301.3
9000,0.258,6265.2,4.2,8208.9
10000,0.29500000000000004,7287.2,4.2,9131.7
