Generating graphs for 40 (n,m) pairs with 100 iterations each
Total graphs to generate: 4000
Using 30 parallel processes
Graph type: POWLAW
Sparsity: 4
✓ Generated graph n=1000, m=100, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_6230961512046992311.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=7871178979383552919, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7871178979383552919.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_5739955973604961613.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_3881801951614183357.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7032710160631691991.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7599700178212337699.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1070244953599069350.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1353182403971399009.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=6522163754831416203, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_6522163754831416203.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_6938562734920028532.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=1250005700364523649, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1250005700364523649.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=1309542850049879452, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1309542850049879452.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=4040737767143389431, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_4040737767143389431.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=2429002973740178792, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_2429002973740178792.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=320375091487821987, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_320375091487821987.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=7663871783842725848, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7663871783842725848.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=5906957480796939447, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_5906957480796939447.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=1250773459040295677, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1250773459040295677.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=7473196763798409428, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7473196763798409428.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=3010622984418968408, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_3010622984418968408.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=7146860528564146064, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7146860528564146064.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=5139481885857321791, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_5139481885857321791.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=6785030173969523435, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_6785030173969523435.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=5529616217668449934, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_5529616217668449934.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=5142811650494845597, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_5142811650494845597.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=3224265581699847191, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_3224265581699847191.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=7706236040662210848, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7706236040662210848.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=1731523882129807996, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1731523882129807996.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=7029781962072644698, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7029781962072644698.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=6002685213311538187, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_6002685213311538187.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=5708372698381010775, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_5708372698381010775.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=824387247617288499, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_824387247617288499.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=1647170069535670909, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1647170069535670909.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=3438400432146115956, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_3438400432146115956.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=521787134863155063, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_521787134863155063.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=7161906730445628483, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_7161906730445628483.txt (Time: 0.00s)
✓ Generated graph n=1000, m=100, seed=1024517563182776983, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_1024517563182776983.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=4122784633514911760, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_4122784633514911760.txt (Time: 0.01s)
✓ Generated graph n=1000, m=100, seed=5258051056098597521, type=POWLAW -> ./input/random_graphs/graph_1000_100_POWLAW_5258051056098597521.txt (Time: 0.01s)
