Generating graphs for 35 (n,m) pairs with 100 iterations each
Total graphs to generate: 3500
Using 20 parallel processes
Graph type: POWLAW
Sparsity: 3
✓ Generated graph n=10, m=31, seed=1070244953599069350, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_1070244953599069350.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=5139481885857321791, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_5139481885857321791.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=1353182403971399009, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_1353182403971399009.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=7473196763798409428, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_7473196763798409428.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=7599700178212337699, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_7599700178212337699.txt (Time: 0.01s)
✓ Generated graph n=10, m=31, seed=7032710160631691991, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_7032710160631691991.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=10, m=31, seed=7146860528564146064, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_7146860528564146064.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=6938562734920028532, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_6938562734920028532.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=3881801951614183357, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_3881801951614183357.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=1250773459040295677, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_1250773459040295677.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=5739955973604961613, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_5739955973604961613.txt (Time: 0.00s)
