Generating graphs for 35 (n,m) pairs with 100 iterations each
Total graphs to generate: 3500
Using 30 parallel processes
Graph type: UNIFORM
Sparsity: 2
✓ Generated graph n=10, m=33, seed=1309542850049879452, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_1309542850049879452.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=1250005700364523649, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_1250005700364523649.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=6002685213311538187, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_6002685213311538187.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=4040737767143389431, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_4040737767143389431.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=6938562734920028532, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_6938562734920028532.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=5142811650494845597, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_5142811650494845597.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=6522163754831416203, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_6522163754831416203.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=5139481885857321791, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_5139481885857321791.txt (Time: 0.01s)
✓ Generated graph n=10, m=33, seed=1070244953599069350, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_1070244953599069350.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=1024517563182776983, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_1024517563182776983.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=7473196763798409428, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_7473196763798409428.txt (Time: 0.01s)
✓ Generated graph n=10, m=33, seed=1353182403971399009, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_1353182403971399009.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=3438400432146115956, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_3438400432146115956.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=7599700178212337699, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_7599700178212337699.txt (Time: 0.01s)
✓ Generated graph n=10, m=33, seed=7146860528564146064, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_7146860528564146064.txt (Time: 0.01s)
✓ Generated graph n=10, m=33, seed=6230961512046992311, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_6230961512046992311.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=7032710160631691991, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_7032710160631691991.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=1250773459040295677, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_1250773459040295677.txt (Time: 0.01s)
✓ Generated graph n=10, m=33, seed=3881801951614183357, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_3881801951614183357.txt (Time: 0.00s)
✓ Generated graph n=10, m=33, seed=5906957480796939447, type=UNIFORM -> ./input/random_graphs/graph_10_33_UNIFORM_5906957480796939447.txt (Time: 0.00s)
