Generating graphs for 28 (n,m) pairs with 100 iterations each
Total graphs to generate: 2800
Using 20 parallel processes
Graph type: POWLAW
Sparsity: 3
✓ Generated graph n=10, m=31, seed=5142811650494845597, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_5142811650494845597.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=1170385908854608748, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_1170385908854608748.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=5139481885857321791, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_5139481885857321791.txt (Time: 0.01s)
✓ Generated graph n=10, m=31, seed=2909934787168262407, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_2909934787168262407.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=7473196763798409428, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_7473196763798409428.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=6529943913552561417, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_6529943913552561417.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=3438400432146115956, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_3438400432146115956.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=6230961512046992311, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_6230961512046992311.txt (Time: 0.01s)
✓ Generated graph n=10, m=31, seed=7146860528564146064, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_7146860528564146064.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=3817405844514670994, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_3817405844514670994.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=1250773459040295677, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_1250773459040295677.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=8446481348147407377, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_8446481348147407377.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=5906957480796939447, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_5906957480796939447.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=320375091487821987, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_320375091487821987.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=4997514996153925447, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_4997514996153925447.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=7663871783842725848, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_7663871783842725848.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=5063475852268941542, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_5063475852268941542.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=2429002973740178792, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_2429002973740178792.txt (Time: 0.01s)
✓ Generated graph n=10, m=31, seed=8718380604043999642, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_8718380604043999642.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=1309542850049879452, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_1309542850049879452.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=716820155901718944, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_716820155901718944.txt (Time: 0.00s)
✓ Generated graph n=10, m=31, seed=1250005700364523649, type=POWLAW -> ./input/random_graphs/graph_10_31_POWLAW_1250005700364523649.txt (Time: 0.01s)
