K,Average User Time (s),Average Memory (KB),Passes
1,0.15,10982.4,4
2,0.152,10982.4,4
3,0.15,10985.6,4
4,0.15,10940.8,4
5,0.15,10969.6,4
6,0.15,10992.0,4
7,0.15,10944.0,4
8,0.15,10988.8,4
9,0.15,11014.4,4
10,0.15,11024.0,4
