N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4196.0,1.0,9.48
20,0.0,4172.0,1.66,15.51
30,0.0001,4168.0,1.95,20.23
40,0.0002,4168.0,2.0,24.58
50,0.0002,4168.0,2.0,28.13
60,0.0003,4176.0,2.0,31.89
70,0.0003,4260.0,2.0,34.84
80,0.0004,4168.0,2.0,38.15
90,0.0005,4164.0,2.0,41.43
100,0.0005,4168.0,2.0,43.39
200,0.0014000000000000002,4168.0,2.01,63.2
300,0.0022,4168.0,2.05,77.58
400,0.0031,4168.0,2.01,82.81
500,0.0040999999999999995,4168.0,2.04,87.29
600,0.0051,4208.0,2.06,94.3
700,0.006,4196.0,2.03,92.76
800,0.0069,4212.0,2.05,96.61
900,0.008100000000000001,4168.0,2.04,93.87
1000,0.0092,4148.0,2.06,102.87
1200,0.0113,4236.0,2.04,95.8
1400,0.0134,4196.0,2.02,105.21
1600,0.015700000000000002,5220.0,2.04,96.52
1800,0.0179,5192.0,2.05,100.89
2000,0.0203,3136.0,2.02,108.79
2500,0.027200000000000002,4176.0,2.05,109.22
3000,0.0316,5216.0,2.01,110.95
3500,0.0383,6216.0,2.02,111.98
4000,0.0444,6240.0,2.02,111.17
4500,0.0507,6216.0,2.03,113.44
5000,0.061200000000000004,6240.0,2.04,123.22
6000,0.0701,7336.0,2.02,121.76
7000,0.08410000000000001,6216.0,2.03,124.58
8000,0.0965,8308.0,2.01,126.98
9000,0.1105,8256.0,2.01,122.4
10000,0.1243,9288.0,2.0,123.0
