N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4264.0,3.0,9.53
20,0.0,4168.0,3.0,15.37
30,0.0001,4232.0,3.01,20.13
40,0.0002,4196.0,3.01,24.49
50,0.0003,4168.0,3.03,27.87
60,0.0003,4180.0,3.04,31.41
70,0.0004,4184.0,3.03,34.42
80,0.0005,4192.0,3.06,37.69
90,0.0006,4168.0,3.06,41.12
100,0.0006,4168.0,3.04,42.52
200,0.0017000000000000001,4168.0,3.12,62.47
300,0.0027,4168.0,3.16,77.12
400,0.0038,3108.0,3.21,81.98
500,0.0049,3108.0,3.13,86.2
600,0.0062,4168.0,3.24,92.96
700,0.0073,3108.0,3.2,91.38
800,0.0085,4196.0,3.19,95.61
900,0.0095,4276.0,3.22,92.85
1000,0.011200000000000002,4192.0,3.23,101.68
1200,0.014199999999999999,4168.0,3.29,95.34
1400,0.0168,4168.0,3.23,104.32
1600,0.0196,3108.0,3.27,95.34
1800,0.0225,4208.0,3.23,99.03
2000,0.026099999999999998,5192.0,3.36,107.79
2500,0.0333,4160.0,3.34,107.49
3000,0.041100000000000005,4152.0,3.3,109.16
3500,0.0496,5188.0,3.36,110.45
4000,0.056900000000000006,5300.0,3.38,108.68
4500,0.0662,6228.0,3.4,111.48
5000,0.0787,5184.0,3.49,121.07
6000,0.0951,5200.0,3.48,120.3
7000,0.1119,6180.0,3.43,122.96
8000,0.1308,7248.0,3.48,125.12
9000,0.1497,7232.0,3.45,120.5
10000,0.1679,7232.0,3.48,121.22
