N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4244.0,3.0,9.53
20,0.0,4212.0,3.0,15.37
30,0.0001,4196.0,3.01,20.13
40,0.0002,4204.0,3.01,24.49
50,0.0003,4188.0,3.03,27.87
60,0.0004,4180.0,3.04,31.41
70,0.0004,4168.0,3.03,34.42
80,0.0005,4168.0,3.06,37.69
90,0.0006,4196.0,3.06,41.12
100,0.0007000000000000001,4168.0,3.04,42.52
200,0.0016,4212.0,3.12,62.47
300,0.0027,3144.0,3.16,77.12
400,0.0038,4164.0,3.21,81.98
500,0.0049,3136.0,3.13,86.2
600,0.0062,4168.0,3.24,92.96
700,0.0072,4168.0,3.2,91.38
800,0.0086,4168.0,3.19,95.61
900,0.009399999999999999,3108.0,3.22,92.85
1000,0.0111,4168.0,3.23,101.68
1200,0.0139,4168.0,3.29,95.34
1400,0.0168,3108.0,3.23,104.32
1600,0.0194,4192.0,3.27,95.34
1800,0.0223,4168.0,3.23,99.03
2000,0.0253,5276.0,3.36,107.79
2500,0.0335,5208.0,3.34,107.49
3000,0.04190000000000001,5212.0,3.3,109.16
3500,0.0489,4184.0,3.36,110.45
4000,0.057800000000000004,5216.0,3.38,108.68
