N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4184.0,2.01,9.48
20,0.0,4192.0,2.0,15.5
30,0.0001,4168.0,2.0,20.22
40,0.0001,4168.0,2.02,24.61
50,0.0002,4168.0,2.03,28.19
60,0.0002,4168.0,2.04,31.79
70,0.0003,4224.0,2.04,34.8
80,0.0004,4192.0,2.06,38.06
90,0.0004,4180.0,2.04,41.36
100,0.0005,4252.0,2.07,43.28
200,0.0012,4216.0,2.1,62.99
300,0.002,4168.0,2.19,77.73
400,0.0028000000000000004,4212.0,2.19,82.71
500,0.0034999999999999996,4196.0,2.13,87.34
600,0.0046,4196.0,2.23,93.8
700,0.0054,3108.0,2.22,92.79
800,0.0063,4192.0,2.19,96.45
900,0.0072,4192.0,2.26,93.81
1000,0.0084,4168.0,2.28,102.61
1200,0.0104,4168.0,2.31,95.99
1400,0.0124,3140.0,2.22,105.21
1600,0.015300000000000001,4168.0,2.33,96.68
1800,0.0169,4164.0,2.28,100.53
2000,0.0194,4168.0,2.39,108.93
2500,0.0246,4128.0,2.37,108.75
3000,0.0302,4168.0,2.27,110.71
3500,0.0355,5192.0,2.36,111.52
4000,0.0416,4128.0,2.34,110.28
