N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4180.0,1.42,9.48
20,0.0,4168.0,1.96,15.51
30,0.0001,4212.0,1.99,20.23
40,0.0001,4168.0,2.0,24.62
50,0.0002,4184.0,2.0,28.14
60,0.0003,4184.0,2.0,31.88
70,0.0004,4168.0,2.0,34.82
80,0.0004,4196.0,2.0,38.14
90,0.0005,4168.0,2.0,41.46
100,0.0006,4168.0,2.01,43.33
200,0.0014000000000000002,4168.0,2.04,63.18
300,0.0023,4168.0,2.07,77.61
400,0.0032,4168.0,2.03,82.79
500,0.0042,3108.0,2.03,87.39
600,0.0052,4224.0,2.06,94.26
700,0.0060999999999999995,4168.0,2.02,92.65
800,0.0070999999999999995,4168.0,2.05,96.54
900,0.008,4188.0,2.03,93.82
1000,0.0092,4188.0,2.07,102.76
1200,0.011399999999999999,4184.0,2.05,95.74
1400,0.0138,3188.0,2.03,105.06
1600,0.016399999999999998,5184.0,2.04,96.54
1800,0.0184,5192.0,2.06,100.85
2000,0.0206,5208.0,2.01,108.86
2500,0.026600000000000002,5192.0,2.05,109.18
3000,0.032,5216.0,2.01,110.93
3500,0.039599999999999996,6244.0,2.02,111.93
4000,0.044800000000000006,5184.0,2.02,111.16
