K,Average User Time (s),Average Memory (KB),Passes
1,13.24,68996.0,4
2,13.24,72428.0,4
3,13.97,72504.0,4
4,13.05,72696.0,4
5,13.21,72612.0,4
6,13.54,72688.0,4
7,13.25,72640.0,4
8,13.14,72752.0,4
9,13.93,72636.0,4
10,13.24,72688.0,4
