K,Average User Time (s),Average Memory (KB),Passes
1,394.73,47557.3333,850
2,18.47,52653.3333,22
3,10.65,62396.0,9
4,10.1867,72338.6667,7
5,9.7333,82178.6667,6
6,8.0067,92050.6667,5
7,5.1833,103701.3333,4
8,6.1167,111817.3333,4
9,7.7533,122696.0,4
10,3.96,134272.0,3
