N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4180.0,1.0,2.32
20,0.0,4168.0,1.0,2.32
30,0.0,4168.0,1.0,1.7
40,0.0,4168.0,1.0,1.58
50,0.0,4172.0,1.0,0.96
60,0.0,4168.0,1.0,0.88
70,0.0001,4168.0,1.0,0.73
80,0.0001,4164.0,1.0,0.63
90,0.0002,4168.0,1.0,0.82
100,0.0001,4184.0,1.0,0.4
200,0.0004,5208.0,1.0,0.11
300,0.0007000000000000001,6216.0,1.0,0.23
400,0.0009,6216.0,1.0,0.29
500,0.0012,7288.0,1.0,0.1
600,0.0015,7264.0,1.0,0.06
700,0.0018,8292.0,1.0,0.01
800,0.0022,7204.0,1.0,0.01
900,0.0024,9288.0,1.0,0.18
1000,0.0027,10340.0,1.0,0.03
1200,0.0129,5220.0,1.97,95.79
1400,0.015600000000000001,5188.0,2.0,105.37
1600,0.0189,6216.0,2.0,96.71
1800,0.021099999999999997,6216.0,2.0,101.03
2000,0.0239,5184.0,2.0,108.86
2500,0.0316,7240.0,2.0,109.18
3000,0.0383,6196.0,2.0,110.98
3500,0.0462,8292.0,2.0,112.01
