N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,2.0,9.54
20,0.0001,4208.0,2.99,15.37
30,0.0001,4196.0,3.01,20.13
40,0.0002,4196.0,3.0,24.43
50,0.0003,3188.0,3.03,27.8
60,0.0003,4168.0,3.04,31.41
70,0.0004,4168.0,3.03,34.45
80,0.0005,4196.0,3.05,37.72
90,0.0006,4192.0,3.04,41.2
100,0.0007000000000000001,4168.0,3.03,42.56
200,0.0016,4196.0,3.12,62.44
300,0.0027,4168.0,3.16,77.23
400,0.0038,4192.0,3.19,81.99
500,0.0049,4196.0,3.1,86.38
600,0.0059,4192.0,3.23,92.82
700,0.0073,4180.0,3.17,91.4
800,0.0085,4168.0,3.19,95.61
900,0.0095,4264.0,3.17,92.91
1000,0.011000000000000001,4196.0,3.22,101.67
1200,0.014199999999999999,4216.0,3.28,95.25
1400,0.0166,3108.0,3.23,104.6
1600,0.0195,4168.0,3.28,95.48
1800,0.0223,4192.0,3.24,99.02
2000,0.025699999999999997,4132.0,3.35,107.74
2500,0.0339,5192.0,3.34,107.55
3000,0.0416,5192.0,3.29,109.24
3500,0.0495,5192.0,3.35,110.59
