N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4196.0,1.0,2.32
20,0.0,4168.0,1.0,2.32
30,0.0,4168.0,1.0,1.7
40,0.0,4196.0,1.0,1.58
50,0.0001,4168.0,1.0,0.96
60,0.0001,4168.0,1.0,0.88
70,0.0001,4168.0,1.0,0.73
80,0.0001,4168.0,1.0,0.63
90,0.0001,4192.0,1.0,0.82
100,0.0002,4168.0,1.0,0.4
200,0.0004,5192.0,1.0,0.11
300,0.0007000000000000001,6216.0,1.0,0.23
400,0.0009,6216.0,1.0,0.29
500,0.0012,7240.0,1.0,0.1
600,0.0015,7240.0,1.0,0.06
700,0.0018,8264.0,1.0,0.01
800,0.0021,9284.0,1.0,0.01
900,0.0025,9288.0,1.0,0.18
1000,0.0027,10340.0,1.0,0.03
1200,0.0105,4196.0,2.29,96.07
1400,0.0123,4168.0,2.21,105.12
1600,0.0146,4168.0,2.31,96.78
1800,0.016399999999999998,4168.0,2.25,100.52
2000,0.019299999999999998,4168.0,2.37,108.99
2500,0.0254,5192.0,2.35,108.74
3000,0.0298,4156.0,2.27,110.66
3500,0.0361,5220.0,2.36,111.55
