N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4276.0,1.0,2.32
20,0.0,4264.0,1.0,2.32
30,0.0,4184.0,1.0,1.7
40,0.0,4168.0,1.0,1.58
50,0.0,4168.0,1.0,0.96
60,0.0001,4196.0,1.0,0.88
70,0.0001,4168.0,1.0,0.73
80,0.0001,4168.0,1.0,0.63
90,0.0001,4168.0,1.0,0.82
100,0.0001,4164.0,1.0,0.4
200,0.0004,5192.0,1.0,0.11
300,0.0007000000000000001,6240.0,1.0,0.23
400,0.0009,6284.0,1.0,0.29
500,0.0012,7240.0,1.0,0.1
600,0.0015,7240.0,1.0,0.06
700,0.0018,8280.0,1.0,0.01
800,0.0021,9316.0,1.0,0.01
900,0.0024,9316.0,1.0,0.18
1000,0.0028000000000000004,10312.0,1.0,0.03
1200,0.0095,5220.0,1.0,95.79
1400,0.011699999999999999,5216.0,1.05,105.4
1600,0.0138,6216.0,1.06,96.71
1800,0.016,6240.0,1.11,101.03
2000,0.023,5188.0,1.89,108.85
2500,0.030600000000000002,7240.0,2.0,109.18
3000,0.0371,6180.0,2.0,110.98
3500,0.044000000000000004,8264.0,2.0,112.01
