N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,2.0,9.54
20,0.0001,4192.0,2.99,15.37
30,0.0001,4196.0,3.01,20.13
40,0.0002,4168.0,3.0,24.43
50,0.0003,4196.0,3.03,27.8
60,0.0003,4184.0,3.04,31.41
70,0.0004,4168.0,3.03,34.45
80,0.0005,4168.0,3.05,37.72
90,0.0006,4176.0,3.04,41.2
100,0.0007000000000000001,4192.0,3.03,42.56
200,0.0017000000000000001,4168.0,3.12,62.44
300,0.0028000000000000004,4224.0,3.16,77.23
400,0.0038,4196.0,3.19,81.99
500,0.004699999999999999,4172.0,3.1,86.38
600,0.0062,4164.0,3.23,92.82
700,0.0073,4236.0,3.17,91.4
800,0.0084,4168.0,3.19,95.61
900,0.0097,3104.0,3.17,92.91
1000,0.011200000000000002,3108.0,3.22,101.67
1200,0.0144,4164.0,3.28,95.25
1400,0.0166,4196.0,3.23,104.6
1600,0.020499999999999997,3108.0,3.28,95.48
1800,0.022000000000000002,4200.0,3.24,99.02
2000,0.0259,5192.0,3.35,107.74
2500,0.0341,5216.0,3.34,107.55
3000,0.041299999999999996,5196.0,3.29,109.24
3500,0.0489,5192.0,3.35,110.59
4000,0.0567,5192.0,3.36,108.72
4500,0.0665,6216.0,3.38,111.77
5000,0.0765,6216.0,3.48,121.01
6000,0.094,5188.0,3.5,120.28
7000,0.1112,5192.0,3.45,123.18
8000,0.131,6180.0,3.46,124.94
9000,0.1476,8264.0,3.45,120.72
10000,0.1685,7204.0,3.48,121.41
