K,Time (s),Memory (KB),Passes
1,10.06,10872.0,231
2,1.73,12048.0,33
3,0.83,13960.0,17
4,0.7,15492.0,12
5,0.54,17320.0,10
6,0.4,18964.0,6
7,0.43,20724.0,7
8,0.22,22604.0,3
9,0.2,24380.0,3
10,0.24,26108.0,3
