K,Time (s),Memory (KB),Passes
1,8.56,11272.0,190
2,1.06,12476.0,19
3,0.69,13920.0,13
4,0.51,15812.0,8
5,0.26,17580.0,4
6,0.51,19516.0,8
7,0.18,21376.0,3
8,0.22,23124.0,3
9,0.17,24972.0,2
10,0.2,26712.0,2
