M,Time (s),Memory (KB),Passes
100,0.0,3072.0,2.0
200,0.0,3072.0,2.0
300,0.0,3072.0,2.01
400,0.0,3072.0,2.12
500,0.0,3072.0,2.56
600,0.0,3072.0,3.45
700,0.0,3072.0,3.98
800,0.0,3072.0,4.25
900,0.0,3072.0,4.46
1000,0.0,3072.0,4.79
2000,0.01,3072.0,6.22
3000,0.01,3072.0,7.03
4000,0.01,3072.0,7.62
5000,0.01,3072.0,7.95
6000,0.02,3072.0,8.39
7000,0.02,3072.0,8.73
8000,0.02,3072.0,8.9
9000,0.03,3072.0,9.29
10000,0.03,3072.0,9.43
11000,0.03,3072.0,9.66
12000,0.04,3072.0,9.77
13000,0.04,3072.0,9.9
14000,0.04,3072.0,10.0
15000,0.05,3072.0,10.16
16000,0.05,3072.0,10.3
17000,0.05,3072.0,10.3
18000,0.06,3072.0,10.53
19000,0.06,3072.0,10.58
20000,0.06,3072.0,10.56
30000,0.1,3072.0,11.37
40000,0.14,3072.0,11.85
50000,0.18,3072.0,12.13
60000,0.22,3072.0,12.38
70000,0.26,3072.0,12.57
80000,0.3,3072.0,12.7
90000,0.32,3072.0,12.87
100000,0.37,3072.0,12.87
200000,0.81,3072.0,13.5
300000,1.19,3072.0,13.67
400000,1.6,3072.0,13.73
499500,1.98,3072.0,13.74
