N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3182.54,1.0,0.0
20,0.0,3183.18,1.0,0.0
30,0.0,3182.204,1.971,27.904
40,0.0,3181.888,1.992,37.068
50,0.0,3182.552,2.0,46.567
60,0.0,3181.132,2.0,55.958
70,0.0,3181.868,2.0,65.28
80,0.0,3182.756,2.0,74.861
90,0.0,3181.68,2.0,84.393
100,0.0,3182.556,2.0,93.797
200,0.0,3182.268,2.0,190.232
300,0.0,3183.008,2.0,287.735
400,0.0,3182.168,2.0,385.506
500,0.0,3183.12,2.0,483.769
600,0.0018600000000000014,3181.496,2.0,581.743
700,0.008089999999999872,3183.48,2.0,680.501
800,0.010009999999999832,3183.548,2.0,778.993
900,0.009999999999999832,3183.46,2.0,877.434
1000,0.010459999999999827,4198.76,2.0,976.331
1200,0.020009999999999663,4207.6,2.0,1173.888
1400,0.026360000000000043,4206.228,2.0,1371.659
1600,0.030160000000000364,4206.688,2.0,1569.582
1800,0.03997999999999933,4205.368,2.0,1767.783
2000,0.04741999999999938,4206.484,2.0,1965.946
2500,0.0669700000000003,5228.064,2.0,2461.478
3000,0.0872300000000012,5229.976,2.0,2958.069
3500,0.1099599999999994,6244.66,2.0,3454.513
4000,0.13349999999999898,6253.368,2.0,3950.873
4500,0.15980999999999768,6253.2,2.0,4447.996
5000,0.18807999999999933,7275.596,2.0,4945.241
6000,0.2599799999999994,8298.388,2.0,5939.642
7000,0.32281999999999833,8306.332,2.0,6934.699
8000,0.3978999999999941,9317.448,2.0,7930.664
9000,0.46315999999999796,10353.332,2.0,8925.795
10000,0.5344999999999972,11333.72,2.0,9921.971
