N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3182.292,2.0,9.608
20,0.0,3182.548,2.788,18.84
30,0.0,3182.8,2.957,28.028
40,0.0,3183.152,2.996,37.211
50,0.0,3183.104,3.0,46.705
60,0.0,3183.92,3.0,56.008
70,0.0,3183.852,3.0,65.488
80,0.0,3182.392,3.0,75.11
90,0.0,3183.12,3.0,84.615
100,0.0,3182.092,3.0,94.179
200,0.0,3182.344,3.0,191.096
300,0.0,3183.74,3.001,289.005
400,0.00018,3182.348,3.064,386.886
500,0.0060799999999999145,3181.684,3.314,485.197
600,0.010019999999999831,3182.18,3.76,583.135
700,0.016059999999999738,3183.776,3.933,681.125
800,0.019999999999999664,3182.044,3.997,778.986
900,0.022639999999999758,3182.352,4.0,877.049
1000,0.03000000000000038,4206.404,4.0,975.198
1200,0.04005999999999933,4201.956,4.0,1172.217
1400,0.05035999999999933,4206.212,4.0,1369.376
1600,0.06531000000000044,4205.904,4.0,1566.698
1800,0.07950999999999865,4207.616,4.0,1764.701
2000,0.09114000000000172,4207.912,4.0,1962.727
2500,0.13040999999999842,5208.096,4.0,2458.143
3000,0.16881999999999797,5222.08,4.0,2954.988
3500,0.2141400000000005,6243.776,4.0,3451.479
4000,0.26212999999999875,6252.816,4.0,3948.045
4500,0.30978000000000155,6255.156,4.0,4445.432
5000,0.3644600000000053,7266.192,4.0,4942.979
6000,0.4780600000000075,8293.192,4.0,5937.69
7000,0.613950000000006,8305.724,4.0,6932.791
8000,0.7798399999999934,9260.664,4.0,7928.748
9000,0.8907199999999945,10358.432,4.0,8924.799
10000,1.0243999999999887,11340.964,4.007,9920.653
