M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0005,41060.0,1.0,0.09
2000,0.0008,45124.0,1.0,0.09
3000,0.0012,45216.0,1.0,0.08
4000,0.0017000000000000001,47244.0,1.0,0.06
5000,0.0019,48228.0,1.0,0.04
6000,0.0022,50276.0,1.0,0.04
7000,0.0027,51276.0,1.0,0.05
8000,0.0029,50264.0,1.0,0.04
9000,0.0032,52336.0,1.0,0.04
10000,0.0036,53400.0,1.0,0.04
12000,0.0043,54428.0,1.0,0.04
14000,0.0051,55416.0,1.0,0.02
16000,0.0055000000000000005,56424.0,1.0,0.03
18000,0.0060999999999999995,57444.0,1.0,0.02
25000,0.0315,8256.0,2.0,74.84
30000,0.0361,8244.0,2.0,78.14
35000,0.0408,8272.0,2.0,80.91
40000,0.0452,8280.0,2.0,83.65
45000,0.0499,8300.0,2.0,86.44
50000,0.0553,8256.0,2.0,88.98
60000,0.0641,8312.0,2.0,93.67
70000,0.0745,8280.0,2.03,97.93
80000,0.08259999999999999,8292.0,2.03,102.0
90000,0.08990000000000001,8316.0,2.02,106.03
100000,0.09910000000000001,8308.0,2.02,110.08
200000,0.1764,8264.0,2.02,148.9
300000,0.2583,8292.0,2.01,189.45
400000,0.33039999999999997,8300.0,2.0,230.53
500000,0.4113,8312.0,2.02,272.87
600000,0.49079999999999996,8360.0,2.03,316.04
