N,Time (s),Memory (KB),Passes
10,0.0,4180.0,1.0
20,0.0,3144.0,1.0
30,0.0,3168.0,2.0
40,0.0,3152.0,2.0
50,0.0,3124.0,2.0
60,0.0,4152.0,2.0
70,0.0,4152.0,2.0
80,0.0,4136.0,2.0
90,0.0,3132.0,2.0
100,0.0,4192.0,2.0
150,0.0,4180.0,2.6
200,0.0,3136.0,3.0
250,0.0,4176.0,3.0
300,0.0,3124.0,3.0
350,0.01,3124.0,3.0
400,0.01,4152.0,3.0
450,0.01,3120.0,3.1
500,0.01,3120.0,3.4
550,0.01,4176.0,3.5
600,0.01,4192.0,3.5
650,0.02,3144.0,3.5
700,0.02,4152.0,3.5
750,0.02,4164.0,3.9
800,0.03,3128.0,3.9
850,0.03,4136.0,4.6
900,0.04,3124.0,4.6
950,0.04,5172.0,4.6
1000,0.04,5160.0,4.5
