N,Time (s),Memory (KB),Passes
10,0.0,3136.0,1.0
20,0.0,4188.0,1.0
30,0.0,3132.0,1.0
40,0.0,4164.0,1.3
50,0.0,4188.0,1.8
60,0.0,3160.0,2.0
70,0.0,4192.0,2.0
80,0.0,4152.0,2.0
90,0.0,3116.0,2.0
100,0.0,3188.0,2.0
150,0.0,3188.0,2.0
200,0.0,4132.0,2.1
250,0.0,3124.0,2.0
300,0.0,3136.0,2.0
350,0.01,4164.0,2.0
400,0.01,3128.0,2.1
450,0.01,4192.0,2.1
500,0.01,4156.0,2.1
550,0.01,4172.0,2.2
600,0.02,3140.0,2.4
650,0.02,4172.0,2.3
700,0.02,4148.0,2.2
750,0.02,4136.0,2.1
800,0.02,3152.0,2.3
850,0.03,3172.0,2.5
900,0.03,3168.0,2.2
950,0.03,4132.0,2.4
1000,0.03,5212.0,2.2
