K,Average User Time (s),Average Memory (KB),Passes
1,0.0,9720.0,1
2,0.0,9620.0,1
3,0.0,9696.0,1
4,0.01,9784.0,1
5,0.0,9660.0,1
6,0.01,9720.0,1
7,0.01,9872.0,1
8,0.01,9664.0,1
9,0.0,9748.0,1
10,0.01,9848.0,1
