N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4176.0,1.0,2.32
20,0.0,4168.0,1.0,2.32
30,0.0,4196.0,1.0,1.7
40,0.0001,4168.0,1.0,24.58
50,0.0002,4184.0,1.0,28.13
60,0.0002,4168.0,1.08,31.89
70,0.0003,4168.0,1.48,34.83
80,0.0004,4168.0,1.74,38.08
90,0.0005,4184.0,1.89,41.44
100,0.0006,4168.0,1.97,43.37
200,0.0014000000000000002,4236.0,2.0,63.05
300,0.0024,4184.0,2.0,77.64
400,0.0033,4184.0,2.0,82.94
500,0.0043,4168.0,2.0,87.3
600,0.0054,4168.0,2.0,94.19
700,0.0064,4184.0,2.0,92.91
800,0.0074,4196.0,2.0,96.65
900,0.0085,4168.0,2.0,93.82
1000,0.0097,5220.0,2.0,102.86
1200,0.011899999999999999,5192.0,2.0,95.81
1400,0.014499999999999999,5220.0,2.0,105.34
1600,0.017,5192.0,2.0,96.69
1800,0.0192,5200.0,2.0,100.97
2000,0.0219,5300.0,2.0,108.94
2500,0.028900000000000002,5192.0,2.0,109.1
3000,0.0345,5240.0,2.0,110.9
3500,0.0415,7240.0,2.0,111.93
4000,0.048600000000000004,7240.0,2.0,111.14
4500,0.0571,7240.0,2.0,113.52
5000,0.064,6220.0,2.0,123.16
6000,0.0801,8224.0,2.0,121.87
7000,0.094,8228.0,2.0,124.55
8000,0.10890000000000001,9252.0,2.0,127.13
9000,0.12380000000000001,11336.0,2.0,122.41
10000,0.1388,11300.0,2.0,123.05
