N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4172.0,1.0,2.32
20,0.0,4168.0,1.0,2.32
30,0.0,4172.0,1.0,1.7
40,0.0001,4168.0,2.02,24.64
50,0.0002,4188.0,2.04,28.23
60,0.0003,4192.0,2.04,31.79
70,0.0003,4188.0,2.04,34.81
80,0.0004,4176.0,2.06,38.08
90,0.0004,4196.0,2.04,41.38
100,0.0005,4168.0,2.08,43.33
200,0.0012,4216.0,2.1,63.0
300,0.002,4168.0,2.19,77.74
400,0.0028000000000000004,4196.0,2.18,82.7
500,0.0036,4196.0,2.13,87.34
600,0.0045000000000000005,3108.0,2.23,93.81
700,0.0054,3104.0,2.21,92.72
800,0.0062,4168.0,2.18,96.43
900,0.0073,4196.0,2.23,93.78
1000,0.0084,4168.0,2.28,102.64
1200,0.0105,4168.0,2.3,95.99
1400,0.0125,4192.0,2.21,105.19
1600,0.015,3148.0,2.31,96.62
1800,0.016399999999999998,4168.0,2.25,100.52
2000,0.0194,4168.0,2.38,108.84
2500,0.0252,4212.0,2.36,108.7
3000,0.0297,4128.0,2.27,110.73
3500,0.0359,5192.0,2.36,111.52
4000,0.0421,5188.0,2.35,110.27
4500,0.049100000000000005,6216.0,2.4,112.91
5000,0.057999999999999996,6216.0,2.44,122.75
6000,0.0693,6240.0,2.49,121.27
7000,0.0812,7296.0,2.46,124.23
8000,0.094,7344.0,2.45,126.46
9000,0.10710000000000001,7260.0,2.42,121.76
10000,0.1233,7212.0,2.51,122.56
